gender,age,age_partner,importance_same_religion,pref_of_partner_attractive,pref_of_partner_sincere,pref_of_partner_intelligence,pref_of_partner_funny,pref_of_partner_ambitious,pref_of_partner_shared_interests,eval_by_partner_attractive,eval_by_partner_sincere,eval_by_partner_intelligence,eval_by_partner_funny,eval_by_partner_ambitous,eval_by_partner_shared_interests,my_pref_attractive,my_pref_sincere,my_pref_intellicence,my_pref_funny,my_pref_ambtition,my_pref_shared_interests,my_eval_attractive,my_eval_sincere,my_eval_intelligence,my_eval_funny,my_eval_ambition,my_eval_shared_interests,interests_correlate,expected_happy_with_couple_match,how_much_i_liked,guess_prob_liked,married
male,26,35,6,10,32,20,12,11,15,4,8,8,5,7,6,10,20,20,22,6,22,7,7,7,6,6,5,0.32,7,7,6,0
male,26,32,6,30,30,30,5,0,5,5,8,8,6,6,5,10,20,20,22,6,22,7,7,8,8,8,8,0.44,7,8,7,1
male,26,30,6,20,25,15,15,15,10,5,5,6,6,6,2,10,20,20,22,6,22,7,7,7,7,5,5,0.71,7,8,6,0
male,26,22,6,15,20,20,20,5,20,6,7,7,4,8,8,10,20,20,22,6,22,8,8,9,8,8,8,0.11,7,9,7,1
male,26,23,6,15,15,20,15,15,20,3,6,6,5,7,4,10,20,20,22,6,22,7,6,6,7,5,5,0.16,7,7,5,0
male,26,23,6,15,15,20,15,20,15,3,7,9,2,10,3,10,20,20,22,6,22,7,7,7,7,5,5,-0.06,7,7,5,0
male,26,27,6,25,15,20,20,20,0,6,10,9,7,8,6,10,20,20,22,6,22,6,7,7,7,7,5,0.64,7,7,7,0
male,26,23,6,15,21,18,18,10,18,5,5,6,5,6,7,10,20,20,22,6,22,6,8,7,6,6,5,0.13,7,6,7,0
male,26,25,6,15,3,50,20,2,10,4,6,6,6,6,5,10,20,20,22,6,22,8,8,8,8,8,7,0.28,7,8,7,0
male,26,29,6,10,20,20,20,20,10,3,9,10,6,9,5,10,20,20,22,6,22,7,7,7,6,5,5,0.56,7,6,6,0
male,26,29,6,14,20,18,24,18,6,7,7,7,6,6,6,10,20,20,22,6,22,7,8,8,8,5,5,0.55,7,7,7,0
male,29,34,1,10,10,30,20,10,20,10,8,10,8,,,50,7,20,23,0,0,4,6,7,7,7,7,0.08,5,4,7,0
male,29,22,1,15,20,20,20,15,10,6,5,6,7,6,7,50,7,20,23,0,0,6,9,9,9,6,6,-0.05,5,6,4,1
male,29,23,1,10,25,20,10,20,15,9,5,9,,,2,50,7,20,23,0,0,8,7,8,7,6,5,0.14,5,6,5,0
male,29,26,1,10,20,15,20,20,15,7,7,7,7,7,7,50,7,20,23,0,0,5,7,8,6,7,7,-0.27,5,6,6,0
male,29,27,1,10,20,20,10,20,20,8,8,8,8,,8,50,7,20,23,0,0,4,6,7,4,6,6,0.23,5,4,5,0
male,29,28,1,10,10,20,20,20,20,8,8,9,8,7,6,50,7,20,23,0,0,7,7,8,7,8,7,-0.04,5,6,7,0
male,29,25,1,20,20,20,20,10,10,8,9,10,7,8,8,50,7,20,23,0,0,5,6,6,5,6,7,0.1,5,5,6,0
male,29,35,1,10,32,20,12,11,15,8,6,7,7,7,6,50,7,20,23,0,0,7,6,7,6,8,4,0.04,5,6,,0
male,29,32,1,30,30,30,5,0,5,4,6,7,4,7,3,50,7,20,23,0,0,7,7,7,7,6,6,0.14,5,7,5,0
male,29,30,1,20,25,15,15,15,10,7,8,7,7,5,4,50,7,20,23,0,0,6,6,6,5,7,4,0.01,5,5,7,0
male,29,22,1,15,20,20,20,5,20,7,7,7,7,7,6,50,7,20,23,0,0,8,8,8,8,8,7,-0.07,5,7,7,1
male,29,23,1,15,15,20,15,15,20,3,4,6,6,7,3,50,7,20,23,0,0,8,8,7,7,6,5,0.55,5,7,4,0
male,29,23,1,15,15,20,15,20,15,6,7,10,7,10,7,50,7,20,23,0,0,6,7,6,5,7,6,0.53,5,5,,0
male,29,27,1,25,15,20,20,20,0,7,9,9,8,9,5,50,7,20,23,0,0,8,8,7,7,7,5,-0.29,5,7,5,0
male,29,23,1,15,21,18,18,10,18,7,6,8,7,7,5,50,7,20,23,0,0,3,7,8,4,9,5,0.38,5,4,5,0
male,29,25,1,15,3,50,20,2,10,6,7,8,6,7,,50,7,20,23,0,0,8,8,8,8,9,6,-0.2,5,8,5,1
male,29,29,1,10,20,20,20,20,10,10,10,10,8,9,10,50,7,20,23,0,0,8,7,8,6,8,9,0.17,5,6,5,1
male,29,29,1,14,20,18,24,18,6,8,7,8,8,,,50,7,20,23,0,0,8,8,8,8,7,8,-0.37,5,7,7,1
male,39,34,1,10,10,30,20,10,20,2,10,5,2,,,40,20,15,20,0,5,10,10,10,,,,0.24,5,10,2,0
male,39,22,1,15,20,20,20,15,10,8,9,9,6,7,5,40,20,15,20,0,5,10,10,10,,,,0.16,5,10,2,1
male,39,23,1,10,25,20,10,20,15,7,9,9,2,9,2,40,20,15,20,0,5,10,10,10,,,,0.29,5,10,3,0
male,39,26,1,10,20,15,20,20,15,2,2,2,2,2,2,40,20,15,20,0,5,10,10,10,,,,0.13,5,10,3,0
male,39,27,1,10,20,20,10,20,20,6,7,7,6,6,5,40,20,15,20,0,5,10,10,10,,,,0.25,5,8,3,0
male,39,28,1,10,10,20,20,20,20,7,6,6,4,6,3,40,20,15,20,0,5,10,10,10,,,,0.22,5,10,2,0
male,39,25,1,20,20,20,20,10,10,7,10,7,7,8,6,40,20,15,20,0,5,10,10,10,,,,0.2,5,10,4,0
male,39,35,1,10,32,20,12,11,15,5,6,7,4,5,4,40,20,15,20,0,5,10,10,10,,,,0.26,5,10,3,0
male,39,32,1,30,30,30,5,0,5,5,8,5,2,2,2,40,20,15,20,0,5,10,10,10,,,,0.45,5,10,4,0
male,39,30,1,20,25,15,15,15,10,8,8,8,1,1,1,40,20,15,20,0,5,10,10,10,,,,0.07,5,10,4,0
male,39,22,1,15,20,20,20,5,20,7,8,7,5,5,5,40,20,15,20,0,5,10,10,10,10,,10,0.13,5,10,4,0
male,39,23,1,15,15,20,15,15,20,2,8,8,5,9,7,40,20,15,20,0,5,10,10,10,,,10,0.67,5,10,3,0
male,39,23,1,15,15,20,15,20,15,3,10,10,3,10,10,40,20,15,20,0,5,10,10,10,10,,10,0.43,5,10,4,0
male,39,27,1,25,15,20,20,20,0,6,9,7,6,7,5,40,20,15,20,0,5,10,10,10,,,,0,5,9,2,0
male,39,23,1,15,21,18,18,10,18,6,6,6,5,4,3,40,20,15,20,0,5,10,10,10,,10,,0.26,5,10,3,0
male,39,25,1,15,3,50,20,2,10,6,9,8,5,8,3,40,20,15,20,0,5,10,10,10,,,,0.11,5,10,3,0
male,39,29,1,10,20,20,20,20,10,8,7,8,3,8,6,40,20,15,20,0,5,10,10,10,,,,0.41,5,10,3,1
male,39,29,1,14,20,18,24,18,6,6,6,6,6,6,5,40,20,15,20,0,5,10,10,10,,,,-0.16,5,10,3,0
male,28,34,1,10,10,30,20,10,20,6,8,8,6,8,,30,30,20,10,10,0,4,7,8,5,7,3,0.71,8,6,9,0
male,28,22,1,15,20,20,20,15,10,10,7,8,7,9,9,30,30,20,10,10,0,8,8,9,8,8,9,0.55,8,8,9,1
male,28,23,1,10,25,20,10,20,15,7,9,9,9,,9,30,30,20,10,10,0,4,4,3,4,2,4,0.43,8,5,5,0
male,28,26,1,10,20,15,20,20,15,7,7,7,7,7,7,30,30,20,10,10,0,6,7,8,8,8,9,0.9,8,8,9,0
male,28,27,1,10,20,20,10,20,20,8,8,8,8,7,7,30,30,20,10,10,0,5,4,6,7,5,5,0.14,8,6,6,0
male,28,28,1,10,10,20,20,20,20,8,8,8,7,9,8,30,30,20,10,10,0,8,7,7,5,5,8,0.61,8,9,9,1
male,28,25,1,20,20,20,20,10,10,8,8,10,10,10,10,30,30,20,10,10,0,4,8,7,4,3,2,0.66,8,8,8,1
male,28,35,1,10,32,20,12,11,15,8,7,8,8,8,7,30,30,20,10,10,0,6,7,8,8,9,9,0.79,8,9,9,1
male,28,32,1,30,30,30,5,0,5,7,5,6,7,5,7,30,30,20,10,10,0,4,6,7,7,7,7,0.67,8,7,7,0
male,28,30,1,20,25,15,15,15,10,8,7,7,6,6,5,30,30,20,10,10,0,5,7,9,5,4,9,0.5,8,6,6,0
male,28,22,1,15,20,20,20,5,20,7,6,6,5,5,5,30,30,20,10,10,0,5,8,7,4,8,5,0.8,8,6,8,0
male,28,23,1,15,15,20,15,15,20,8,8,7,7,8,7,30,30,20,10,10,0,8,8,8,8,7,4,0.24,8,8,9,1
male,28,23,1,15,15,20,15,20,15,8,10,10,8,10,8,30,30,20,10,10,0,6,7,5,4,5,8,0.08,8,6,9,0
male,28,27,1,25,15,20,20,20,0,9,9,9,9,9,9,30,30,20,10,10,0,9,8,8,7,7,6,0.64,8,9,9,1
male,28,23,1,15,21,18,18,10,18,7,8,7,6,5,4,30,30,20,10,10,0,6,8,8,6,5,0,0.02,8,5,6,0
male,28,25,1,15,3,50,20,2,10,8,7,8,8,8,,30,30,20,10,10,0,9,8,8,7,8,8,0.6,8,9,9,1
male,28,29,1,10,20,20,20,20,10,10,10,9,10,9,9,30,30,20,10,10,0,6,7,8,5,7,7,0.59,8,8,9,1
male,28,29,1,14,20,18,24,18,6,7,6,7,7,7,6,30,30,20,10,10,0,5,5,7,5,9,7,0.37,8,8,9,1
male,30,34,9,10,10,30,20,10,20,1,10,,,,,20,25,25,15,5,10,4,7,8,7,7,4,0.51,5,5,5,0
male,30,22,9,15,20,20,20,15,10,4,6,6,4,,,20,25,25,15,5,10,8,7,6,5,5,4,0.45,5,5,4,0
male,30,23,9,10,25,20,10,20,15,2,9,9,4,,,20,25,25,15,5,10,8,8,7,7,8,8,0.38,5,7,6,0
male,30,26,9,10,20,15,20,20,15,4,6,6,6,6,4,20,25,25,15,5,10,4,8,8,8,6,4,0.56,5,6,4,0
male,30,27,9,10,20,20,10,20,20,6,8,8,7,8,7,20,25,25,15,5,10,6,9,8,7,8,4,0.54,5,6,2,0
male,30,28,9,10,10,20,20,20,20,3,8,8,6,7,5,20,25,25,15,5,10,9,8,9,9,9,8,0.65,5,8,3,0
male,30,25,9,20,20,20,20,10,10,5,10,10,9,10,8,20,25,25,15,5,10,6,9,9,8,8,7,0.43,5,7,5,0
male,30,35,9,10,32,20,12,11,15,4,8,7,4,5,3,20,25,25,15,5,10,5,9,8,8,8,6,0.58,5,6,8,0
male,30,32,9,30,30,30,5,0,5,2,5,7,4,7,5,20,25,25,15,5,10,5,8,9,8,7,5,0.62,5,6,6,0
male,30,30,9,20,25,15,15,15,10,5,8,8,5,8,3,20,25,25,15,5,10,7,9,9,9,7,9,0.32,5,8,8,1
male,30,22,9,15,20,20,20,5,20,7,6,6,5,5,5,20,25,25,15,5,10,8,10,9,9,7,8,0.32,5,8,3,1
male,30,23,9,15,15,20,15,15,20,3,10,9,5,9,5,20,25,25,15,5,10,6,8,8,8,6,4,0.38,5,6,9,0
male,30,23,9,15,15,20,15,20,15,4,10,10,6,10,9,20,25,25,15,5,10,7,8,9,9,9,8,0.54,5,8,5,1
male,30,27,9,25,15,20,20,20,0,8,9,10,10,9,9,20,25,25,15,5,10,9,8,8,9,8,7,0.13,5,8,9,0
male,30,23,9,15,21,18,18,10,18,5,8,8,6,7,4,20,25,25,15,5,10,8,7,7,2,4,2,0.31,5,4,1,0
male,30,25,9,15,3,50,20,2,10,6,7,8,7,7,9,20,25,25,15,5,10,9,7,9,9,9,8,0.43,5,9,5,1
male,30,29,9,10,20,20,20,20,10,6,8,9,4,9,5,20,25,25,15,5,10,9,8,8,7,6,6,0.54,5,6,3,0
male,30,29,9,14,20,18,24,18,6,7,7,7,7,7,7,20,25,25,15,5,10,8,9,10,10,8,7,0.17,5,8,6,1
male,22,34,2,10,10,30,20,10,20,1,10,5,,,,40,8,10,12,10,20,7,7,8,8,,6,0.15,7,7,4,0
male,22,22,2,15,20,20,20,15,10,3,5,6,3,,2,40,8,10,12,10,20,7,,6,5,,,-0.21,7,6,3,0
male,22,23,2,10,25,20,10,20,15,2,9,9,2,9,2,40,8,10,12,10,20,7,,6,5,,,-0.13,7,6,2,0
male,22,26,2,10,20,15,20,20,15,4,6,6,5,5,5,40,8,10,12,10,20,6,8,8,6,,,0.35,7,7,6,0
male,22,27,2,10,20,20,10,20,20,6,8,7,6,8,6,40,8,10,12,10,20,6,8,7,,,,-0.35,7,7,6,0
male,22,28,2,10,10,20,20,20,20,3,8,9,2,9,2,40,8,10,12,10,20,8,8,7,7,,,0.04,7,7,5,0
male,22,25,2,20,20,20,20,10,10,5,10,10,8,8,7,40,8,10,12,10,20,9,8,8,9,7,8,0.19,7,9,6,0
male,22,35,2,10,32,20,12,11,15,5,8,8,7,8,6,40,8,10,12,10,20,8,8,8,7,,6,0.17,7,8,6,0
male,22,32,2,30,30,30,5,0,5,3,7,7,2,2,5,40,8,10,12,10,20,8,9,8,7,,6,0.17,7,8,5,0
male,22,30,2,20,25,15,15,15,10,4,7,9,4,8,3,40,8,10,12,10,20,7,7,7,8,,7,0.18,7,7,6,0
male,22,22,2,15,20,20,20,5,20,6,7,7,5,7,4,40,8,10,12,10,20,9,8,8,9,,6,-0.13,7,9,6,0
male,22,23,2,15,15,20,15,15,20,1,3,4,2,4,1,40,8,10,12,10,20,8,6,6,6,,,-0.16,7,6,3,0
male,22,23,2,15,15,20,15,20,15,3,10,10,3,10,2,40,8,10,12,10,20,8,8,8,7,,,-0.46,7,7,4,0
male,22,27,2,25,15,20,20,20,0,5,9,8,6,6,6,40,8,10,12,10,20,8,9,9,6,9,2,0.31,7,6,2,0
male,22,23,2,15,21,18,18,10,18,4,8,8,4,5,4,40,8,10,12,10,20,6,9,9,6,8,6,0.08,7,6,5,0
male,22,25,2,15,3,50,20,2,10,4,7,8,5,7,4,40,8,10,12,10,20,8,7,7,8,,,-0.19,7,8,6,0
male,22,29,2,10,20,20,20,20,10,6,9,10,8,9,8,40,8,10,12,10,20,9,8,8,7,,,0.16,7,8,5,0
male,22,29,2,14,20,18,24,18,6,7,6,7,6,7,6,40,8,10,12,10,20,9,8,8,8,,7,0.05,7,9,6,0
male,32,34,6,10,10,30,20,10,20,1,8,8,1,8,3,30,10,30,20,10,0,5,7,8,10,6,9,0.02,6,8,8,1
male,32,22,6,15,20,20,20,15,10,6,7,6,7,4,6,30,10,30,20,10,0,4,5,6,6,6,6,0,6,5,6,0
male,32,23,6,10,25,20,10,20,15,3,8,8,,,8,30,10,30,20,10,0,5,5,6,3,6,5,0.07,6,5,5,0
male,32,26,6,10,20,15,20,20,15,2,2,2,2,2,2,30,10,30,20,10,0,4,4,4,4,6,3,-0.15,6,4,4,0
male,32,27,6,10,20,20,10,20,20,8,8,8,8,8,9,30,10,30,20,10,0,10,9,8,7,7,10,0.06,6,10,5,1
male,32,28,6,10,10,20,20,20,20,2,8,10,1,7,1,30,10,30,20,10,0,10,9,7,8,8,9,0.11,6,9,5,0
male,32,25,6,20,20,20,20,10,10,4,10,9,6,8,6,30,10,30,20,10,0,6,5,8,9,8,5,-0.01,6,7,7,0
male,32,35,6,10,32,20,12,11,15,5,7,8,6,7,4,30,10,30,20,10,0,10,9,8,8,5,6,-0.18,6,9,8,1
male,32,32,6,30,30,30,5,0,5,4,5,6,3,7,3,30,10,30,20,10,0,9,8,7,5,5,4,0.1,6,7,8,0
male,32,30,6,20,25,15,15,15,10,5,8,8,6,5,3,30,10,30,20,10,0,5,6,7,2,7,3,-0.08,6,4,6,0
male,32,22,6,15,20,20,20,5,20,5,8,6,5,5,4,30,10,30,20,10,0,6,8,8,8,8,5,-0.28,6,7,7,0
male,32,23,6,15,15,20,15,15,20,2,3,4,5,4,2,30,10,30,20,10,0,8,6,6,7,4,3,0.42,6,7,4,0
male,32,23,6,15,15,20,15,20,15,2,10,10,1,10,1,30,10,30,20,10,0,5,5,6,6,7,5,0.26,6,5,6,0
male,32,27,6,25,15,20,20,20,0,6,10,9,6,7,5,30,10,30,20,10,0,3,7,7,1,3,2,-0.35,6,3,5,0
male,32,23,6,15,21,18,18,10,18,5,7,6,5,6,5,30,10,30,20,10,0,3,7,7,2,2,2,0.22,6,4,5,0
male,32,25,6,15,3,50,20,2,10,4,6,7,6,5,3,30,10,30,20,10,0,7,7,8,8,10,7,-0.21,6,8,7,0
male,32,29,6,10,20,20,20,20,10,4,8,9,7,8,6,30,10,30,20,10,0,7,8,8,6,8,7,0.12,6,7,7,0
male,32,29,6,14,20,18,24,18,6,6,7,7,6,7,6,30,10,30,20,10,0,7,7,7,6,6,5,-0.15,6,6,6,0
male,26,34,9,10,10,30,20,10,20,6,,5,,10,,40,5,20,10,10,15,6,8,9,7,7,7,-0.05,6,7,5,0
male,26,22,9,15,20,20,20,15,10,9,7,7,10,8,7,40,5,20,10,10,15,6,7,7,7,7,5,0.15,6,6,4,0
male,26,23,9,10,25,20,10,20,15,5,9,9,,,,40,5,20,10,10,15,6,7,6,6,6,6,0.21,6,6,4,0
male,26,26,9,10,20,15,20,20,15,5,5,5,5,5,5,40,5,20,10,10,15,5,7,8,6,7,6,-0.18,6,6,5,0
male,26,27,9,10,20,20,10,20,20,7,8,8,8,8,8,40,5,20,10,10,15,7,8,8,6,7,6,0.38,6,6,5,0
male,26,28,9,10,10,20,20,20,20,4,9,8,6,7,6,40,5,20,10,10,15,8,8,8,8,8,8,0.2,6,8,7,0
male,26,25,9,20,20,20,20,10,10,6,8,8,8,9,7,40,5,20,10,10,15,6,7,6,6,6,3,0.06,6,5,4,0
male,26,35,9,10,32,20,12,11,15,7,8,8,8,8,8,40,5,20,10,10,15,8,8,8,8,8,8,0,6,7,6,0
male,26,32,9,30,30,30,5,0,5,5,5,5,5,5,5,40,5,20,10,10,15,7,7,9,8,8,7,0.1,6,7,5,0
male,26,30,9,20,25,15,15,15,10,8,7,7,6,6,3,40,5,20,10,10,15,6,7,8,8,7,7,0.12,6,7,5,0
male,26,22,9,15,20,20,20,5,20,7,6,6,5,5,3,40,5,20,10,10,15,6,7,7,7,7,6,0.13,6,7,5,0
male,26,23,9,15,15,20,15,15,20,3,5,6,4,7,1,40,5,20,10,10,15,8,7,7,7,7,8,0.62,6,8,7,0
male,26,23,9,15,15,20,15,20,15,6,7,7,6,10,3,40,5,20,10,10,15,7,6,7,6,7,6,0.34,6,7,5,0
male,26,27,9,25,15,20,20,20,0,8,9,8,7,8,5,40,5,20,10,10,15,8,7,8,7,8,5,-0.19,6,7,6,0
male,26,23,9,15,21,18,18,10,18,4,8,5,6,4,4,40,5,20,10,10,15,6,7,8,5,5,5,-0.05,6,5,3,0
male,26,25,9,15,3,50,20,2,10,7,7,8,7,7,,40,5,20,10,10,15,8,8,8,8,8,8,0.12,6,8,6,1
male,26,29,9,10,20,20,20,20,10,8,7,8,5,8,5,40,5,20,10,10,15,6,6,6,6,6,6,0.2,6,6,3,0
male,26,29,9,14,20,18,24,18,6,7,7,7,7,7,7,40,5,20,10,10,15,6,7,7,8,7,6,-0.06,6,7,5,0
male,27,34,8,10,10,30,20,10,20,2,3,5,5,,,20,15,25,15,20,5,6,8,7,6,6,5,0.19,8,6,5,0
male,27,22,8,15,20,20,20,15,10,6,6,5,5,5,6,20,15,25,15,20,5,6,6,6,6,6,7,0.63,8,7,4,0
male,27,23,8,10,25,20,10,20,15,9,5,9,9,9,5,20,15,25,15,20,5,6,8,6,6,4,4,0.59,8,5,2,0
male,27,26,8,10,20,15,20,20,15,,6,7,8,6,7,20,15,25,15,20,5,6,8,7,7,7,4,0.42,8,8,6,1
male,27,27,8,10,20,20,10,20,20,8,8,8,6,8,7,20,15,25,15,20,5,6,9,8,6,7,4,-0.12,8,8,5,0
male,27,28,8,10,10,20,20,20,20,6,8,8,8,4,7,20,15,25,15,20,5,8,6,7,7,7,6,0.53,8,8,4,1
male,27,25,8,20,20,20,20,10,10,8,9,9,7,8,7,20,15,25,15,20,5,7,8,7,8,6,5,0.52,8,7,7,0
male,27,35,8,10,32,20,12,11,15,7,8,8,6,6,6,20,15,25,15,20,5,7,6,6,7,7,5,0.51,8,7,5,0
male,27,32,8,30,30,30,5,0,5,6,2,5,5,5,2,20,15,25,15,20,5,6,6,6,6,6,5,0.68,8,6,4,0
male,27,30,8,20,25,15,15,15,10,7,7,8,7,9,5,20,15,25,15,20,5,6,8,6,6,5,5,0.56,8,6,2,0
male,27,22,8,15,20,20,20,5,20,9,8,7,8,5,7,20,15,25,15,20,5,7,7,7,8,7,6,0.14,8,7,7,1
male,27,23,8,15,15,20,15,15,20,2,3,4,5,5,2,20,15,25,15,20,5,7,6,6,6,6,5,0.59,8,6,4,0
male,27,23,8,15,15,20,15,20,15,6,9,10,5,8,3,20,15,25,15,20,5,6,6,6,6,6,5,0.08,8,6,3,0
male,27,27,8,25,15,20,20,20,0,9,9,9,8,8,7,20,15,25,15,20,5,7,7,7,6,7,6,0.56,8,7,7,1
male,27,23,8,15,21,18,18,10,18,10,10,10,10,10,7,20,15,25,15,20,5,10,10,10,10,10,10,0.05,8,10,1,0
male,27,25,8,15,3,50,20,2,10,7,7,7,7,7,,20,15,25,15,20,5,8,7,7,6,8,6,0.33,8,7,5,0
male,27,29,8,10,20,20,20,20,10,8,8,8,7,8,7,20,15,25,15,20,5,9,8,6,6,6,6,0.8,8,7,5,0
male,27,29,8,14,20,18,24,18,6,8,8,7,8,8,8,20,15,25,15,20,5,7,8,6,8,6,6,0.45,8,7,5,1
male,25,34,1,10,10,30,20,10,20,5,7,8,8,,,30,15,20,20,0,5,7,7,8,9,8,7,0.02,5,7,4,1
male,25,22,1,15,20,20,20,15,10,7,7,8,10,9,8,30,15,20,20,0,5,8,7,8,8,7,7,-0.28,5,7,3,1
male,25,23,1,10,25,20,10,20,15,7,9,9,7,9,7,30,15,20,20,0,5,5,8,8,6,4,6,-0.2,5,5,2,0
male,25,26,1,10,20,15,20,20,15,6,6,6,6,6,6,30,15,20,20,0,5,5,9,8,9,5,6,0.03,5,5,2,0
male,25,27,1,10,20,20,10,20,20,8,8,9,9,8,8,30,15,20,20,0,5,6,9,9,6,5,7,0.31,5,5,1,1
male,25,28,1,10,10,20,20,20,20,9,9,9,8,2,7,30,15,20,20,0,5,8,7,9,8,10,5,-0.02,5,7,1,0
male,25,25,1,20,20,20,20,10,10,7,9,9,10,9,8,30,15,20,20,0,5,8,7,7,6,7,6,-0.08,5,7,4,1
male,25,35,1,10,32,20,12,11,15,5,10,8,8,8,8,30,15,20,20,0,5,8,9,8,7,5,8,0.09,5,6,3,0
male,25,32,1,30,30,30,5,0,5,5,5,7,8,7,5,30,15,20,20,0,5,7,9,9,8,7,9,0.17,5,6,4,1
male,25,30,1,20,25,15,15,15,10,8,8,8,6,6,2,30,15,20,20,0,5,7,7,8,7,6,7,-0.14,5,6,4,0
male,25,22,1,15,20,20,20,5,20,7,8,8,8,8,6,30,15,20,20,0,5,8,8,8,8,7,6,-0.06,5,7,5,1
male,25,23,1,15,15,20,15,15,20,1,6,7,7,9,4,30,15,20,20,0,5,8,7,7,6,7,5,0.27,5,7,1,0
male,25,23,1,15,15,20,15,20,15,6,9,10,10,10,8,30,15,20,20,0,5,7,8,8,8,7,7,0.15,5,7,5,0
male,25,27,1,25,15,20,20,20,0,6,9,9,7,7,5,30,15,20,20,0,5,7,8,9,6,8,5,-0.22,5,7,5,0
male,25,23,1,15,21,18,18,10,18,5,7,6,7,7,6,30,15,20,20,0,5,6,7,7,5,6,5,0.28,5,6,3,0
male,25,25,1,15,3,50,20,2,10,7,10,10,10,10,10,30,15,20,20,0,5,8,8,10,9,7,7,-0.24,5,8,10,1
male,25,29,1,10,20,20,20,20,10,7,8,9,9,8,8,30,15,20,20,0,5,8,7,8,7,6,6,0.03,5,7,3,1
male,25,29,1,14,20,18,24,18,6,7,7,7,7,7,6,30,15,20,20,0,5,8,7,8,7,6,5,-0.36,5,7,4,0
male,22,34,3,10,10,30,20,10,20,4,8,8,6,6,,10,20,35,10,5,20,8,3,7,8,4,,0.06,5,3,2,0
male,22,22,3,15,20,20,20,15,10,5,6,7,5,6,4,10,20,35,10,5,20,7,5,7,6,4,,-0.11,5,8,5,0
male,22,23,3,10,25,20,10,20,15,5,9,9,,,,10,20,35,10,5,20,10,10,10,8,8,,0.09,5,8,2,1
male,22,26,3,10,20,15,20,20,15,5,5,5,5,5,5,10,20,35,10,5,20,8,10,10,6,9,8,0.24,5,9,2,0
male,22,27,3,10,20,20,10,20,20,7,9,8,8,8,,10,20,35,10,5,20,8,10,7,3,10,4,0.05,5,5,3,0
male,22,28,3,10,10,20,20,20,20,4,9,8,9,8,3,10,20,35,10,5,20,9,5,6,3,10,9,0.09,5,3,7,0
male,22,25,3,20,20,20,20,10,10,5,10,9,8,9,7,10,20,35,10,5,20,6,10,5,5,3,,0.04,5,6,6,0
male,22,35,3,10,32,20,12,11,15,5,8,8,8,8,8,10,20,35,10,5,20,10,10,10,10,10,10,0.17,5,10,7,1
male,22,32,3,30,30,30,5,0,5,4,6,8,6,5,5,10,20,35,10,5,20,10,10,10,8,8,8,-0.06,5,10,6,1
male,22,30,3,20,25,15,15,15,10,6,8,7,6,8,2,10,20,35,10,5,20,6,10,6,3,6,,0.44,5,4,5,0
male,22,22,3,15,20,20,20,5,20,5,7,7,7,7,6,10,20,35,10,5,20,8,6,7,8,9,1,0.21,5,7,6,0
male,22,23,3,15,15,20,15,15,20,2,4,5,4,7,3,10,20,35,10,5,20,7,3,6,8,4,,-0.26,5,5,2,0
male,22,23,3,15,15,20,15,20,15,2,10,10,2,2,3,10,20,35,10,5,20,8,10,8,8,6,5,0.18,5,7,3,0
male,22,27,3,25,15,20,20,20,0,8,10,10,9,10,5,10,20,35,10,5,20,8,8,8,8,10,,0.38,5,8,5,0
male,22,23,3,15,21,18,18,10,18,6,7,7,8,7,5,10,20,35,10,5,20,6,10,8,3,,4,0.1,5,7,7,0
male,22,25,3,15,3,50,20,2,10,5,7,8,7,7,,10,20,35,10,5,20,10,10,10,10,10,10,0.31,5,10,6,1
male,22,29,3,10,20,20,20,20,10,7,8,8,8,8,7,10,20,35,10,5,20,6,10,4,4,6,,0.06,5,2,1,0
male,22,29,3,14,20,18,24,18,6,7,7,7,7,7,7,10,20,35,10,5,20,9,10,10,8,8,8,0.37,5,10,6,0
male,21,34,1,10,10,30,20,10,20,8,6,7,10,,8,19,24,21,23,5,8,9,9,9,9,9,9,0.36,6,9,9,1
male,21,22,1,15,20,20,20,15,10,9,9,9,10,9,10,19,24,21,23,5,8,6,8,8,8,9,7,0.63,6,6.5,7,1
male,21,23,1,10,25,20,10,20,15,9,9,9,9,9,9,19,24,21,23,5,8,6.5,7,6.5,5,5,5,0.65,6,5.5,5,1
male,21,26,1,10,20,15,20,20,15,5,7,7,7,5,6,19,24,21,23,5,8,6,8,9,7,6,5,0.52,6,6,5,1
male,21,27,1,10,20,20,10,20,20,6,9,8,8,9,8,19,24,21,23,5,8,6,8,8,5.5,6,2,0.07,6,5,6.5,0
male,21,28,1,10,10,20,20,20,20,2,7,6,8,6,4,19,24,21,23,5,8,10,9,9,9,9,8,0.51,6,9,7,0
male,21,25,1,20,20,20,20,10,10,7,10,9,10,8,9,19,24,21,23,5,8,8,8,8,8,7,7.5,0.71,6,8.5,6.5,1
male,21,35,1,10,32,20,12,11,15,8,8,8,7,5,8,19,24,21,23,5,8,9,10,9,8,7,6.5,0.72,6,8,9,1
male,21,32,1,30,30,30,5,0,5,4,8,8,5,7,6,19,24,21,23,5,8,7,7,8.5,6.5,9,4,0.71,6,5,3,0
male,21,30,1,20,25,15,15,15,10,7,6,6,5,6,5,19,24,21,23,5,8,8,8,7,8,6,8,0.56,6,7,6,1
male,21,22,1,15,20,20,20,5,20,10,7,7,6,6,8,19,24,21,23,5,8,8,8,8,7,8,8,0.52,6,8,8,1
